,loss,host,protocol,start_time
51,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 16:46:38.365482000 EST"
52,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 03:39:02.644231000 EST"
53,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 10:14:02.100838000 EST"
54,0.012814672040184568,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 13:58:34.567388000 EST"
55,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 09:49:14.998914000 EST"
56,0.013216932582175777,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 11:15:42.272671000 EST"
57,0.00032383669378156446,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 20:04:47.726216000 EST"
58,0.0005683971201212581,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 18:24:31.150598000 EST"
59,0.010432817386277035,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 02:41:40.909714000 EST"
60,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 04:37:54.464460000 EST"
61,0.0005257874862578271,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 07:17:43.964180000 EST"
62,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 21:40:03.781746000 EST"
63,0.0007405668045445514,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 10:22:51.967601000 EST"
64,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 22:48:28.428136000 EST"
65,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 02:12:16.766101000 EST"
66,0.0005084864637396549,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 07:45:01.376000000 EST"
67,0.010527442723574334,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 17:46:46.423687000 EST"
68,0.003611445504213353,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 06:49:18.138309000 EST"
69,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 16:29:35.844875000 EST"
70,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 10:59:50.436346000 EST"
71,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 22:14:30.824988000 EST"
72,0.014645905916153426,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 16:56:07.665467000 EST"
73,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 20:15:50.907706000 EST"
74,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 06:54:41.621508000 EST"
75,0.012345988808310959,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 02:18:35.711199000 EST"
76,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 10:51:25.183240000 EST"
77,0.018206487441625646,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 21:49:26.764097000 EST"
78,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 08:54:15.760284000 EST"
79,0.0007975559640964637,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 14:29:06.186648000 EST"
80,0.006846340528803167,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 07:06:27.166597000 EST"
81,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 07:12:12.025754000 EST"
82,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 05:51:27.017599000 EST"
83,0.0037057805300241362,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 01:28:12.559635000 EST"
84,0.02072093205098131,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 11:51:58.672609000 EST"
85,6.00099616536345e-06,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 17:04:01.369359000 EST"
86,0.03642618456769662,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 18:03:23.969487000 EST"
87,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 03:15:46.230065000 EST"
88,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 02:06:15.924680000 EST"
89,0.0011519165769889508,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 12:28:50.451357000 EST"
90,0.007304615977642864,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 11:07:18.341380000 EST"
91,0.01649746192893401,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 08:34:24.491324000 EST"
92,0.0007320877232071809,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 03:10:27.394306000 EST"
93,0.03179347237563078,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 00:02:47.340156000 EST"
94,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 08:47:24.976711000 EST"
95,0.03328128277437248,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 10:42:55.397874000 EST"
96,0.0,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 05:58:07.019133000 EST"
97,0.0005606305444711935,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 05:18:34.317881000 EST"
98,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 08:18:16.956917000 EST"
99,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 11:30:27.412301000 EST"
100,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 06:31:43.636068000 EST"
101,0.0018848643124787102,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 04:07:50.602901000 EST"
102,0.02123163446979151,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 10:06:10.398505000 EST"
103,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 13:21:40.137216000 EST"
104,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 15:11:40.771366000 EST"
105,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 12:12:04.585911000 EST"
106,0.02085146439798945,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 10:19:17.188265000 EST"
107,0.00030010203469179523,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 15:04:18.001429000 EST"
108,0.003263883776288989,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 04:26:44.441136000 EST"
109,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 09:55:59.947632000 EST"
110,0.02560513341426554,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 23:01:13.381716000 EST"
111,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 23:48:44.080750000 EST"
112,0.002560819462227913,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 03:44:12.339842000 EST"
113,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 00:37:33.150423000 EST"
114,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 11:08:46.526725000 EST"
115,0.0005452926774983307,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 22:06:00.839553000 EST"
116,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 09:12:24.920742000 EST"
117,0.008091013635616888,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 00:23:08.400660000 EST"
118,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 05:00:46.215781000 EST"
119,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 18:14:16.168694000 EST"
120,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 14:57:01.124767000 EST"
121,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 07:23:38.519640000 EST"
122,0.0036814826035128853,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 12:45:03.526637000 EST"
123,0.014093312374964275,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 09:35:36.740109000 EST"
124,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 00:44:00.839791000 EST"
125,3.307753373908441e-05,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 06:03:54.084866000 EST"
126,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 02:47:17.931626000 EST"
127,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 01:46:10.795580000 EST"
128,0.019973713128353193,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 01:53:41.982547000 EST"
129,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 07:52:44.496998000 EST"
130,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 08:11:02.187288000 EST"
131,0.01788767844448287,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 11:23:36.415386000 EST"
132,0.010767004341534008,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 23:26:25.774418000 EST"
133,0.002879530415040009,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 05:29:04.664517000 EST"
134,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 19:27:27.400082000 EST"
135,0.0015372168284789644,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 19:12:36.520119000 EST"
136,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 05:23:55.119068000 EST"
137,0.000632688927943761,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 13:13:29.187236000 EST"
138,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 02:29:41.560756000 EST"
139,0.0045384441584722535,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 17:36:39.627973000 EST"
140,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 02:53:04.820100000 EST"
141,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 21:24:11.989225000 EST"
142,0.009597150918088895,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 08:04:35.630155000 EST"
143,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 14:37:13.009616000 EST"
144,0.002361160526571142,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 02:24:13.679934000 EST"
145,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 19:55:22.978883000 EST"
146,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 22:33:36.695971000 EST"
147,0.005856370043178322,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 03:27:42.266283000 EST"
148,0.016001545703646456,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 00:58:52.938411000 EST"
149,0.005857129823921175,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 00:30:47.759399000 EST"
150,0.02522107922757625,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 14:48:58.433085000 EST"
151,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 01:18:33.200190000 EST"
152,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 01:12:30.538371000 EST"
153,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 15:32:32.529607000 EST"
154,0.0007573486486060052,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 16:21:54.982008000 EST"
155,0.004138594802694899,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 06:14:24.110811000 EST"
156,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 01:59:59.057637000 EST"
157,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 10:29:45.413503000 EST"
158,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 00:50:10.979557000 EST"
159,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 13:42:37.807726000 EST"
160,0.004181957839037296,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 21:32:43.166175000 EST"
161,0.027711065952336966,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 23:35:21.201459000 EST"
162,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 23:42:29.388402000 EST"
163,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 04:02:24.900994000 EST"
164,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 23:10:12.820896000 EST"
165,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 12:05:42.086010000 EST"
166,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 20:40:13.253859000 EST"
167,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 04:43:05.786011000 EST"
168,0.01226650598261169,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 21:14:33.681699000 EST"
169,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 06:09:13.042148000 EST"
170,0.011789022429763454,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 12:20:59.735613000 EST"
171,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 01:34:28.707765000 EST"
172,0.025843138879681805,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 22:24:40.206836000 EST"
173,0.009892030206578044,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 05:40:58.489840000 EST"
174,0.016614052128865145,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 10:53:57.913278000 EST"
175,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 16:14:32.888968000 EST"
176,0.02009697588362894,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 16:38:49.750836000 EST"
177,0.015399581893072257,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 05:12:37.369725000 EST"
178,6.394066306467597e-05,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 04:49:32.930743000 EST"
179,0.0,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 11:01:13.033281000 EST"
180,0.03925900381490183,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 17:17:18.059166000 EST"
181,0.0,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 02:58:14.581498000 EST"
182,0.0,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 01:40:29.640233000 EST"
183,0.00039077764751856197,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 04:55:16.060711000 EST"
